filename,frontier,number,topics
SNOWMASS21-AF0_AF0_Mattia_Checchin-173.pdf,AF,173,AF0
SNOWMASS21-AF1_AF1_Swapan_Chattopadhyay-174.pdf,AF,174,AF1
SNOWMASS21-AF7_AF0-174.pdf,AF,174,"AF0,AF7"
SNOWMASS21-AF7_AF0-175.pdf,AF,175,"AF0,AF7"
SNOWMASS21-AF6_AF0_Navid_Vafaei-Najafabadi-176.pdf,AF,176,"AF0,AF6"
SNOWMASS21-AF4_AF3-EF0_EF0-177.pdf,AF,177,"AF3,AF4,EF0"
SNOWMASS21-AF7_AF0_Michael_Tomsic-178.pdf,AF,178,"AF0,AF7"
SNOWMASS21-AF6_AF0_Scherkl-179.pdf,AF,179,"AF0,AF6"
SNOWMASS21-AF1_AF7_Grigory_Trubnikov-181.pdf,AF,181,"AF1,AF7"
SNOWMASS21-AF6_AF0_Benedetti-182.pdf,AF,182,"AF0,AF6"
SNOWMASS21-AF7_AF1-CompF2_CompF0_Huang-183.pdf,AF,183,"AF1,AF7,CompF0,CompF2"
SNOWMASS21-AF7_AF0_DS_Davis-184.pdf,AF,184,"AF0,AF7"
SNOWMASS21-AF7_AF0-185.pdf,AF,185,"AF0,AF7"
SNOWMASS21-AF1_AF0_SEC-AF-186.pdf,AF,186,"AF0,AF1"
SNOWMASS21-AF4_AF7_Prestemon-187.pdf,AF,187,"AF4,AF7"
SNOWMASS21-AF7_AF7_Densham-190.pdf,AF,190,AF7
SNOWMASS21-AF6_AF0_Bulanov_SFQED-190.pdf,AF,190,"AF0,AF6"
SNOWMASS21-AF7_AF7_Densham-191.pdf,AF,191,AF7
SNOWMASS21-AF7_AF7_Rongli_Geng-192.pdf,AF,192,AF7
SNOWMASS21-AF7_AF6_Filippetto-194.pdf,AF,194,"AF6,AF7"
SNOWMASS21-AF3_AF4-EF0_EF0_Armesto_LHeC_general-195.pdf,AF,195,"AF3,AF4,EF0"
SNOWMASS21-AF6_AF7-196.pdf,AF,196,"AF6,AF7"
SNOWMASS21-AF6_AF0_Barber-196.pdf,AF,196,"AF0,AF6"
SNOWMASS21-AF7_AF6-197.pdf,AF,197,"AF6,AF7"
SNOWMASS21-AF6_AF0_Anthony_Gonsalves-197.pdf,AF,197,"AF0,AF6"
SNOWMASS21-AF6_AF0_Anthony_Gonsalves-198.pdf,AF,198,"AF0,AF6"
SNOWMASS21-AF7_AF4_Barzi-199.pdf,AF,199,"AF4,AF7"
SNOWMASS21-AF6_AF0_vanTilborg-200.pdf,AF,200,"AF0,AF6"
SNOWMASS21-AF7_AF0_Brandon_Weatherford-201.pdf,AF,201,"AF0,AF7"
SNOWMASS21-AF1_AF0_Nissen-202.pdf,AF,202,"AF0,AF1"
SNOWMASS21-AF5_AF0-RF5_RF0_Prebys2-203.pdf,AF,203,"AF0,AF5,RF0,RF5"
SNOWMASS21-AF5_AF0-RF5_RF0_Prebys-204.pdf,AF,204,"AF0,AF5,RF0,RF5"
SNOWMASS21-AF7_AF3_A.-M._Valente-Feliciano-205.pdf,AF,205,"AF3,AF7"
SNOWMASS21-AF7_AF0_Posen-206.pdf,AF,206,"AF0,AF7"
SNOWMASS21-AF7_AF0_Tiziana_Spina-207.pdf,AF,207,"AF0,AF7"
SNOWMASS21-AF7_AF6_ghuang-208.pdf,AF,208,"AF6,AF7"
SNOWMASS21-AF3_AF0-EF1_EF0_Tim_Barklow-209.pdf,AF,209,"AF0,AF3,EF0,EF1"
SNOWMASS21-AF1_AF5-NF3_NF0_Jaehoon_Yu-209.pdf,AF,209,"AF1,AF5,NF0,NF3"
SNOWMASS21-AF6_AF0_Thomas-211.pdf,AF,211,"AF0,AF6"
SNOWMASS21-AF7_AF0_Tarantini-214.pdf,AF,214,"AF0,AF7"
SNOWMASS21-AF6_AF0-214.pdf,AF,214,"AF0,AF6"
SNOWMASS21-AF0_AF0-215.pdf,AF,215,AF0
SNOWMASS21-AF5_AF0-NF2_NF0-RF6_RF0_Vandewater-215.pdf,AF,215,"AF0,AF5,NF0,NF2,RF0,RF6"
SNOWMASS21-AF6_AF4_Schroeder-216.pdf,AF,216,"AF4,AF6"
SNOWMASS21-AF7_AF0_Martina_Martinello-217.pdf,AF,217,"AF0,AF7"
SNOWMASS21-AF7_AF0-217.pdf,AF,217,"AF0,AF7"
SNOWMASS21-AF1_AF6_Mori-218.pdf,AF,218,"AF1,AF6"
SNOWMASS21-AF7_AF0_Pellemoine-irradiation-219.pdf,AF,219,"AF0,AF7"
SNOWMASS21-AF7_AF0_Pellemoine-modelling-220.pdf,AF,220,"AF0,AF7"
SNOWMASS21-AF6_AF0_Kiani-221.pdf,AF,221,"AF0,AF6"
SNOWMASS21-AF1_AF7_Schenkel-222.pdf,AF,222,"AF1,AF7"
SNOWMASS21-AF1_AF7_Gwanghui-225.pdf,AF,225,"AF1,AF7"
SNOWMASS21-AF1_AF7_Gwanghui-226.pdf,AF,226,"AF1,AF7"
SNOWMASS21-AF1_AF7_JR_Patterson-227.pdf,AF,227,"AF1,AF7"
SNOWMASS21-AF6_AF0_Matthias_Fuchs-228.pdf,AF,228,"AF0,AF6"
SNOWMASS21-AF0_AF0-229.pdf,AF,229,AF0
SNOWMASS21-AF7_AF0-229.pdf,AF,229,"AF0,AF7"
SNOWMASS21-AF7_AF6-230.pdf,AF,230,"AF6,AF7"
SNOWMASS21-AF7_AF0_Demarteau-230.pdf,AF,230,"AF0,AF7"
SNOWMASS21-AF7_AF0_Diego_Arbelaez-231.pdf,AF,231,"AF0,AF7"
SNOWMASS21-AF7_AF0_Cheggour-232.pdf,AF,232,"AF0,AF7"
SNOWMASS21-AF1_AF5_GeorgHoffstaetter-233.pdf,AF,233,"AF1,AF5"
SNOWMASS21-AF7_AF6-234.pdf,AF,234,"AF6,AF7"
SNOWMASS21-AF0_AF0_Pooja_Bajaj-235.pdf,AF,235,AF0
SNOWMASS21-AF3_AF7-236.pdf,AF,236,"AF3,AF7"
SNOWMASS21-AF3_AF4-EF0_EF0_Bhat-237.pdf,AF,237,"AF3,AF4,EF0"
SNOWMASS21-AF7_AF0_Peter_McIntyre-238.pdf,AF,238,"AF0,AF7"
SNOWMASS21-AF4_AF0_Peter_McIntyre-239.pdf,AF,239,"AF0,AF4"
SNOWMASS21-AF6_AF0-EF0_EF0_Peter_McIntyre-240.pdf,AF,240,"AF0,AF6,EF0"
SNOWMASS21-AF1_AF6_Winklehner-241.pdf,AF,241,"AF1,AF6"
SNOWMASS21-AF0_AF0-IF0_IF0_Federico_Scurti-242.pdf,AF,242,"AF0,IF0"
SNOWMASS21-AF3_AF4-EF1_EF2_C3_Collaboration-243.pdf,AF,243,"AF3,AF4,EF1,EF2"
SNOWMASS21-AF5_AF0-CF2_CF0-IF1_IF0_Alexander_Leder-244.pdf,AF,244,"AF0,AF5,CF0,CF2,IF0,IF1"
SNOWMASS21-AF3_AF7-IF9_IF6_Hongbo_Zhu-245.pdf,AF,245,"AF3,AF7,IF6,IF9"
SNOWMASS21-AF0_AF0_S.Krave-246.pdf,AF,246,AF0
SNOWMASS21-AF3_AF7-IF9_IF0-247.pdf,AF,247,"AF3,AF7,IF0,IF9"
SNOWMASS21-AF1_AF6-CommF0_CommF0_Thomas-248.pdf,AF,248,"AF1,AF6,CommF0"
SNOWMASS21-AF3_AF7-248.pdf,AF,248,"AF3,AF7"
SNOWMASS21-CF1-001.pdf,CF,001,CF1
SNOWMASS21-CF2-IF2-002.pdf,CF,002,"CF2,IF2"
SNOWMASS21-CF4_CF6-TF9_TF0-003.pdf,CF,003,"CF4,CF6,TF0,TF9,TF0"
SNOWMASS21-CF1_CF2-IF2_IF1_Ben_Mazin-004.pdf,CF,004,"CF1,CF2,IF1,IF2"
SNOWMASS21-CF3_CF0_Alexie_Leauthaud-005.pdf,CF,005,"CF0,CF3"
SNOWMASS21-CF2_CF0-IF1_IF0_Young_Jin_Kim-006.pdf,CF,006,"CF0,CF2,IF0,IF1"
SNOWMASS21-CF3_CF1_Stefano_Profumo-007.pdf,CF,007,"CF1,CF3"
SNOWMASS21-CF7_CF0_Dmitriy_Beznosko-008.pdf,CF,008,"CF0,CF7"
SNOWMASS21-CF4_CF3-IF2_IF0_David_Erskine-009.pdf,CF,009,"CF3,CF4,IF0,IF2"
SNOWMASS21-CF7_CF6-AF6_AF0-IF1_IF0-010.pdf,CF,010,"AF0,AF6,CF6,CF7,IF0,IF1"
SNOWMASS21-CF1_CF0_Sumit_Ghosh-011.pdf,CF,011,"CF0,CF1"
SNOWMASS21-CF1_CF0-NF10_NF6-IF8_IF6_Matthew_Szydagis-012.pdf,CF,012,"CF0,CF1,IF6,IF8,NF1,NF6,NF10"
SNOWMASS21-CF7_CF0-NF10_NF4_S._Barwick-013.pdf,CF,013,"CF0,CF7,NF1,NF4,NF10"
SNOWMASS21-CF3_CF7-TF0_TF0-014.pdf,CF,014,"CF3,CF7,TF0,TF0"
SNOWMASS21-CF3_CF7-TF0_TF0_Sukanya_Chakrabarti-015.pdf,CF,015,"CF3,CF7,TF0,TF0"
SNOWMASS21-CF5_CF3-NF2_NF0-TF9_TF11_Neelima_Sehgal-016.pdf,CF,016,"CF3,CF5,NF0,NF2,TF1,TF9,TF11,TF1"
SNOWMASS21-CF2_CF7-IF1_IF0_Oliver_Buchmueller-018.pdf,CF,018,"CF2,CF7,IF0,IF1"
SNOWMASS21-CF7_CF0-019.pdf,CF,019,"CF0,CF7"
SNOWMASS21-CF7_CF1_EDV-020.pdf,CF,020,"CF1,CF7"
SNOWMASS21-CF7_CF1_EDV-021.pdf,CF,021,"CF1,CF7"
SNOWMASS21-CF7_CF1_EDV-022.pdf,CF,022,"CF1,CF7"
SNOWMASS21-CF7_CF0-023.pdf,CF,023,"CF0,CF7"
SNOWMASS21-CF7_CF1_Romero-Wolf-024.pdf,CF,024,"CF1,CF7"
SNOWMASS21-CF3_CF0_Mark_Lovell-025.pdf,CF,025,"CF0,CF3"
SNOWMASS21-CF1_CF0-TF9_TF0-IF2_IF0_Doojin_Kim-026.pdf,CF,026,"CF0,CF1,IF0,IF2,TF0,TF9,TF0"
SNOWMASS21-CF4_CF5-TF9_TF0-CompF2_CompF0_Anze_Slosar-027.pdf,CF,027,"CF4,CF5,CompF0,CompF2,TF0,TF9,TF0"
SNOWMASS21-CF6_CF0-IF4_IF7_Anze_Slosar-028.pdf,CF,028,"CF0,CF6,IF4,IF7"
SNOWMASS21-CF1_CF2-IF1_IF2_Kurinsky-029.pdf,CF,029,"CF1,CF2,IF1,IF2"
SNOWMASS21-CF4_CF6_Treu-030.pdf,CF,030,"CF4,CF6"
SNOWMASS21-CF7_CF6-031.pdf,CF,031,"CF6,CF7"
SNOWMASS21-CF7_CF4-TF1_TF9-032.pdf,CF,032,"CF4,CF7,TF1,TF9,TF1"
SNOWMASS21-CF4_CF6_Jia_Liu-033.pdf,CF,033,"CF4,CF6"
SNOWMASS21-CF1_CF0-NF10_NF4-IF3_IF0_Ethan_Brown-034.pdf,CF,034,"CF0,CF1,IF0,IF3,NF1,NF4,NF10"
SNOWMASS21-CF2_CF0-AF5_AF0_Kevin_Zhou-035.pdf,CF,035,"AF0,AF5,CF0,CF2"
SNOWMASS21-CF5_CF6_wu_and_young-036.pdf,CF,036,"CF5,CF6"
SNOWMASS21-CF3_CF7-TF8_TF9-CompF2_CompF0_Simon_Birrer-037.pdf,CF,037,"CF3,CF7,CompF0,CompF2,TF8,TF9"
SNOWMASS21-CF3_CF0_Josh_Simon-038.pdf,CF,038,"CF0,CF3"
SNOWMASS21-CF4_CF7_john-039.pdf,CF,039,"CF4,CF7"
SNOWMASS21-CF4_CF6_RobertMorgan-040.pdf,CF,040,"CF4,CF6"
SNOWMASS21-CF6_CF4_Dawson-041.pdf,CF,041,"CF4,CF6"
SNOWMASS21-CF4_CF6_Michael_Pierce-042.pdf,CF,042,"CF4,CF6"
SNOWMASS21-CF7_CF3-TF9_TF10_Emanuele_Berti-044.pdf,CF,044,"CF3,CF7,TF1,TF9,TF10,TF1"
SNOWMASS21-CF6_CF4-CompF0_CompF0_Dawson-045.pdf,CF,045,"CF4,CF6,CompF0"
SNOWMASS21-CF7_CF0_Tasson-046.pdf,CF,046,"CF0,CF7"
SNOWMASS21-CF6_CF4_Jason_Rhodes-047.pdf,CF,047,"CF4,CF6"
SNOWMASS21-CF7_CF1-NF4_NF3-TF11_TF0_Mauricio_Bustamante-048.pdf,CF,048,"CF1,CF7,NF3,NF4,TF0,TF1,TF11,TF0,TF1"
SNOWMASS21-CF1_CF2-TF9_TF10-IF1_IF0_Asher_Berlin-049.pdf,CF,049,"CF1,CF2,IF0,IF1,TF1,TF9,TF10,TF1"
SNOWMASS21-CF2_CF1-051.pdf,CF,051,"CF1,CF2"
